seqname,source,feature,HP_number,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame,attribute
.,forsyth,gene,HP0587,619045,620031,aminodeoxychorismate lyase (pabC) {Haemophilus influenzae},986,36190,.,+,.,gene=HP0587;Putative_Id=aminodeoxychorismate lyase (pabC) {Haemophilus influenzae};Orf_Size=986;Prot_Size(est)=36190.0
.,forsyth,gene,HP0588,620219,620557,ferrodoxin-like protein {Synechococcus vulcanus},338,12430,.,+,.,gene=HP0588;Putative_Id=ferrodoxin-like protein {Synechococcus vulcanus};Orf_Size=338;Prot_Size(est)=12430.0
.,forsyth,gene,HP0589,620560,621684,"ferredoxin oxidoreductase, alpha subunit {Methanococcus jannaschii}",1124,41250,.,+,.,"gene=HP0589;Putative_Id=ferredoxin oxidoreductase, alpha subunit {Methanococcus jannaschii};Orf_Size=1124;Prot_Size(est)=41250.0"
.,forsyth,gene,HP0590,621689,622507,"ferredoxin oxidoreductase, beta subunit {Methanococcus jannaschii}",818,30030,.,+,.,"gene=HP0590;Putative_Id=ferredoxin oxidoreductase, beta subunit {Methanococcus jannaschii};Orf_Size=818;Prot_Size(est)=30030.0"
.,forsyth,gene,HP0591,622510,623067,"ferredoxin oxidoreductase, gamma subunit {Methanococcus jannaschii}",557,20460,.,+,.,"gene=HP0591;Putative_Id=ferredoxin oxidoreductase, gamma subunit {Methanococcus jannaschii};Orf_Size=557;Prot_Size(est)=20460.0"
.,forsyth,gene,HP0592,623167,626169,type III restriction enzyme R protein (res) {Salmonella choleraesuis},3002,110110,.,+,.,gene=HP0592;Putative_Id=type III restriction enzyme R protein (res) {Salmonella choleraesuis};Orf_Size=3002;Prot_Size(est)=110110.0
.,forsyth,gene,HP0593,626246,628039,adenine specific DNA methyltransferase (mod) {Escherichia coli},1793,65780,.,+,.,gene=HP0593;Putative_Id=adenine specific DNA methyltransferase (mod) {Escherichia coli};Orf_Size=1793;Prot_Size(est)=65780.0
.,forsyth,gene,HP0594,628139,628300,hypothetical protein,161,5940,.,+,.,gene=HP0594;Putative_Id=hypothetical protein;Orf_Size=161;Prot_Size(est)=5940.0
.,forsyth,gene,HP0595,628313,629782,hypothetical protein,1469,53900,.,+,.,gene=HP0595;Putative_Id=hypothetical protein;Orf_Size=1469;Prot_Size(est)=53900.0
.,forsyth,gene,HP0596,630259,630834,hypothetical protein,575,21120,.,+,.,gene=HP0596;Putative_Id=hypothetical protein;Orf_Size=575;Prot_Size(est)=21120.0
.,forsyth,gene,HP0597,630843,632819,penicillin-binding protein 1A (PBP-1A) {Escherichia coli},1976,72490,.,-,.,gene=HP0597;Putative_Id=penicillin-binding protein 1A (PBP-1A) {Escherichia coli};Orf_Size=1976;Prot_Size(est)=72490.0
.,forsyth,gene,HP0598,632823,633941,8-amino-7-oxononanoate synthase (bioF) {Haemophilus influenzae},1118,41030,.,-,.,gene=HP0598;Putative_Id=8-amino-7-oxononanoate synthase (bioF) {Haemophilus influenzae};Orf_Size=1118;Prot_Size(est)=41030.0
.,forsyth,gene,HP0599,633967,635265,hemolysin secretion protein precursor (hylB) {Vibrio cholerae},1298,47630,.,-,.,gene=HP0599;Putative_Id=hemolysin secretion protein precursor (hylB) {Vibrio cholerae};Orf_Size=1298;Prot_Size(est)=47630.0
.,forsyth,gene,HP0600,635340,637118,multidrug resistance protein (spaB) {Bacillus subtilis},1778,65230,.,-,.,gene=HP0600;Putative_Id=multidrug resistance protein (spaB) {Bacillus subtilis};Orf_Size=1778;Prot_Size(est)=65230.0
.,forsyth,gene,HP0601,637282,638811,flagellin A (flaA) {Helicobacter pylori},1529,56100,.,+,.,gene=HP0601;Putative_Id=flagellin A (flaA) {Helicobacter pylori};Orf_Size=1529;Prot_Size(est)=56100.0
.,forsyth,gene,HP0602,638932,639585,endonuclease III {Methanococcus jannaschii},653,23980,.,+,.,gene=HP0602;Putative_Id=endonuclease III {Methanococcus jannaschii};Orf_Size=653;Prot_Size(est)=23980.0
.,forsyth,gene,HP0603,639633,640199,hypothetical protein,566,20790,.,+,.,gene=HP0603;Putative_Id=hypothetical protein;Orf_Size=566;Prot_Size(est)=20790.0
.,forsyth,gene,HP0604,640268,641287,uroporphyrinogen decarboxylase (hemE) {Escherichia coli},1019,37400,.,+,.,gene=HP0604;Putative_Id=uroporphyrinogen decarboxylase (hemE) {Escherichia coli};Orf_Size=1019;Prot_Size(est)=37400.0
.,forsyth,gene,HP0605,641299,642729,hypothetical protein,1430,52470,.,+,.,gene=HP0605;Putative_Id=hypothetical protein;Orf_Size=1430;Prot_Size(est)=52470.0
.,forsyth,gene,HP0606,642743,643444,membrane fusion protein (mtrC) {Haemophilus influenzae},701,25740,.,+,.,gene=HP0606;Putative_Id=membrane fusion protein (mtrC) {Haemophilus influenzae};Orf_Size=701;Prot_Size(est)=25740.0
.,forsyth,gene,HP0607,643460,646543,acriflavine resistance protein (acrB) {Haemophilus influenzae},3083,113080,.,+,.,gene=HP0607;Putative_Id=acriflavine resistance protein (acrB) {Haemophilus influenzae};Orf_Size=3083;Prot_Size(est)=113080.0
.,forsyth,gene,HP0608,646630,647109,hypothetical protein,479,17600,.,+,.,gene=HP0608;Putative_Id=hypothetical protein;Orf_Size=479;Prot_Size(est)=17600.0
.,forsyth,gene,HP0609,647257,650970,hypothetical protein,3713,136180,.,+,.,gene=HP0609;Putative_Id=hypothetical protein;Orf_Size=3713;Prot_Size(est)=136180.0
.,forsyth,gene,HP0610,650987,656815,toxin-like outer membrane protein {Helicobacter pylori},5828,213730,.,+,.,gene=HP0610;Putative_Id=toxin-like outer membrane protein {Helicobacter pylori};Orf_Size=5828;Prot_Size(est)=213730.0
.,forsyth,gene,HP0611,656881,657378,hypothetical protein,497,18260,.,-,.,gene=HP0611;Putative_Id=hypothetical protein;Orf_Size=497;Prot_Size(est)=18260.0
.,forsyth,gene,HP0612,657398,657634,hypothetical protein,236,8690,.,-,.,gene=HP0612;Putative_Id=hypothetical protein;Orf_Size=236;Prot_Size(est)=8690.0
.,forsyth,gene,HP0613,657637,658335,"ABC transporter, ATP-binding protein {Lactococcus lactis}",698,25630,.,-,.,"gene=HP0613;Putative_Id=ABC transporter, ATP-binding protein {Lactococcus lactis};Orf_Size=698;Prot_Size(est)=25630.0"
.,forsyth,gene,HP0614,658633,658965,hypothetical protein,332,12210,.,-,.,gene=HP0614;Putative_Id=hypothetical protein;Orf_Size=332;Prot_Size(est)=12210.0
.,forsyth,gene,HP0615,659072,661039,DNA ligase (lig) {Haemophilus influenzae},1967,72160,.,-,.,gene=HP0615;Putative_Id=DNA ligase (lig) {Haemophilus influenzae};Orf_Size=1967;Prot_Size(est)=72160.0
.,forsyth,gene,HP0616,661117,662055,chemotaxis protein (cheV) {Bacillus subtilis},938,34430,.,+,.,gene=HP0616;Putative_Id=chemotaxis protein (cheV) {Bacillus subtilis};Orf_Size=938;Prot_Size(est)=34430.0
.,forsyth,gene,HP0617,662093,663823,aspartyl-tRNA synthetase (aspS) {Escherichia coli},1730,63470,.,+,.,gene=HP0617;Putative_Id=aspartyl-tRNA synthetase (aspS) {Escherichia coli};Orf_Size=1730;Prot_Size(est)=63470.0
.,forsyth,gene,HP0618,663843,664415,adenylate kinase (adk) {Bacillus stearothermophilus},572,21010,.,+,.,gene=HP0618;Putative_Id=adenylate kinase (adk) {Bacillus stearothermophilus};Orf_Size=572;Prot_Size(est)=21010.0
.,forsyth,gene,HP0619,664443,665692,lipopolysacharide biosynthesis glycosyl transferase (lic2B) {Haemophilus influenzae},1249,45833.33333,.,+,.,gene=HP0619;Putative_Id=lipopolysacharide biosynthesis glycosyl transferase (lic2B) {Haemophilus influenzae};Orf_Size=1249;Prot_Size(est)=45833.333333333336
.,forsyth,gene,HP0620,665747,666265,inorganic pyrophosphatase (ppa) {Escherichia coli},518,19030,.,+,.,gene=HP0620;Putative_Id=inorganic pyrophosphatase (ppa) {Escherichia coli};Orf_Size=518;Prot_Size(est)=19030.0
.,forsyth,gene,HP0621,666413,668698,DNA mismatch repair protein (MutS) {Synechocystis sp.},2285,83820,.,-,.,gene=HP0621;Putative_Id=DNA mismatch repair protein (MutS) {Synechocystis sp.};Orf_Size=2285;Prot_Size(est)=83820.0
.,forsyth,gene,HP0622,668662,669021,hypothetical protein,359,13200,.,-,.,gene=HP0622;Putative_Id=hypothetical protein;Orf_Size=359;Prot_Size(est)=13200.0
.,forsyth,gene,HP0623,669024,670370,UDP-N-acetylmuramate-alanine ligase (murC) {Haemophilus influenzae},1346,49390,.,-,.,gene=HP0623;Putative_Id=UDP-N-acetylmuramate-alanine ligase (murC) {Haemophilus influenzae};Orf_Size=1346;Prot_Size(est)=49390.0
.,forsyth,gene,HP0624,670366,671490,solute-binding signature and mitochondrial signature protein (aspB) {Bacillus subtilus},1124,41250,.,-,.,gene=HP0624;Putative_Id=solute-binding signature and mitochondrial signature protein (aspB) {Bacillus subtilus};Orf_Size=1124;Prot_Size(est)=41250.0
.,forsyth,gene,HP0625,671610,672686,protein E (gcpE) {Haemophilus influenzae},1076,39490,.,+,.,gene=HP0625;Putative_Id=protein E (gcpE) {Haemophilus influenzae};Orf_Size=1076;Prot_Size(est)=39490.0
.,forsyth,gene,HP0626,672692,673894,tetrahydrodipicolinate N-succinyltransferase (dapD) {Actinobacillus pleuropneumoniae},1202,44110,.,+,.,gene=HP0626;Putative_Id=tetrahydrodipicolinate N-succinyltransferase (dapD) {Actinobacillus pleuropneumoniae};Orf_Size=1202;Prot_Size(est)=44110.0
.,forsyth,gene,HP0627,673909,674238,hypothetical protein,329,12100,.,+,.,gene=HP0627;Putative_Id=hypothetical protein;Orf_Size=329;Prot_Size(est)=12100.0
.,forsyth,gene,HP0628,674290,674964,hypothetical protein,674,24750,.,+,.,gene=HP0628;Putative_Id=hypothetical protein;Orf_Size=674;Prot_Size(est)=24750.0
.,forsyth,gene,HP0629,675124,677166,hypothetical protein,2042,74910,.,+,.,gene=HP0629;Putative_Id=hypothetical protein;Orf_Size=2042;Prot_Size(est)=74910.0
.,forsyth,gene,HP0630,677217,677798,modulator of drug activity (mda66) {Haemophilus influenzae},581,21340,.,-,.,gene=HP0630;Putative_Id=modulator of drug activity (mda66) {Haemophilus influenzae};Orf_Size=581;Prot_Size(est)=21340.0
.,forsyth,gene,HP0631,677958,679109,"quinone-reactive Ni/Fe hydrogenase, small subunit (hydA) {Wolinella succinogenes}",1151,42240,.,+,.,"gene=HP0631;Putative_Id=quinone-reactive Ni/Fe hydrogenase, small subunit (hydA) {Wolinella succinogenes};Orf_Size=1151;Prot_Size(est)=42240.0"
.,forsyth,gene,HP0632,679122,680855,"quinone-reactive Ni/Fe hydrogenase, large subunit (hydB) {Wolinella succinogenes}",1733,63580,.,+,.,"gene=HP0632;Putative_Id=quinone-reactive Ni/Fe hydrogenase, large subunit (hydB) {Wolinella succinogenes};Orf_Size=1733;Prot_Size(est)=63580.0"
.,forsyth,gene,HP0633,680871,681542,"quinone-reactive Ni/Fe hydrogenase, cytochrome b subunit (hydC) {Wolinella succinogenes}",671,24640,.,+,.,"gene=HP0633;Putative_Id=quinone-reactive Ni/Fe hydrogenase, cytochrome b subunit (hydC) {Wolinella succinogenes};Orf_Size=671;Prot_Size(est)=24640.0"
.,forsyth,gene,HP0634,681542,682075,quinone-reactive Ni/Fe hydrogenase (hydD) {Wolinella succinogenes},533,19580,.,+,.,gene=HP0634;Putative_Id=quinone-reactive Ni/Fe hydrogenase (hydD) {Wolinella succinogenes};Orf_Size=533;Prot_Size(est)=19580.0
.,forsyth,gene,HP0635,682080,683615,hypothetical protein,1535,56320,.,+,.,gene=HP0635;Putative_Id=hypothetical protein;Orf_Size=1535;Prot_Size(est)=56320.0
.,forsyth,gene,HP0636,683742,684017,hypothetical protein,275,10120,.,-,.,gene=HP0636;Putative_Id=hypothetical protein;Orf_Size=275;Prot_Size(est)=10120.0
.,forsyth,gene,HP0637,684149,684598,hypothetical protein,449,16500,.,-,.,gene=HP0637;Putative_Id=hypothetical protein;Orf_Size=449;Prot_Size(est)=16500.0
.,forsyth,gene,HP0638,684774,685688,outer membrane protein (omp13),914,33550,.,+,.,gene=HP0638;Putative_Id=outer membrane protein (omp13);Orf_Size=914;Prot_Size(est)=33550.0
.,forsyth,gene,HP0639,685737,686414,conserved hypothetical protein {Haemophilus influenzae},677,24860,.,-,.,gene=HP0639;Putative_Id=conserved hypothetical protein {Haemophilus influenzae};Orf_Size=677;Prot_Size(est)=24860.0
.,forsyth,gene,HP0640,686477,687682,poly(A) polymerase (papS) {Bacillus subtilis},1205,44220,.,+,.,gene=HP0640;Putative_Id=poly(A) polymerase (papS) {Bacillus subtilis};Orf_Size=1205;Prot_Size(est)=44220.0
.,forsyth,gene,HP0641,687699,687923,hypothetical protein,224,8250,.,+,.,gene=HP0641;Putative_Id=hypothetical protein;Orf_Size=224;Prot_Size(est)=8250.0
.,forsyth,gene,HP0642,687928,688578,NAD(P)H-flavin oxidoreductase {Haemophilus influenzae},650,23870,.,+,.,gene=HP0642;Putative_Id=NAD(P)H-flavin oxidoreductase {Haemophilus influenzae};Orf_Size=650;Prot_Size(est)=23870.0
.,forsyth,gene,HP0643,688746,690062,glutamyl-tRNA synthetase (gltX) {Bacillus subtilis},1316,48290,.,+,.,gene=HP0643;Putative_Id=glutamyl-tRNA synthetase (gltX) {Bacillus subtilis};Orf_Size=1316;Prot_Size(est)=48290.0
.,forsyth,gene,HP0644,690062,690352,conserved hypothetical integral membrane protein {Pseudomonas aeruginosa},290,10670,.,+,.,gene=HP0644;Putative_Id=conserved hypothetical integral membrane protein {Pseudomonas aeruginosa};Orf_Size=290;Prot_Size(est)=10670.0
.,forsyth,gene,HP0645,690364,692043,soluble lytic murein transglycosylase (slt) {Escherichia coli},1679,61600,.,+,.,gene=HP0645;Putative_Id=soluble lytic murein transglycosylase (slt) {Escherichia coli};Orf_Size=1679;Prot_Size(est)=61600.0
.,forsyth,gene,HP0646,692043,692861,UDP-glucose pyrophosphorylase (galU) {Pseudomonas aeruginosa},818,30030,.,+,.,gene=HP0646;Putative_Id=UDP-glucose pyrophosphorylase (galU) {Pseudomonas aeruginosa};Orf_Size=818;Prot_Size(est)=30030.0
.,forsyth,gene,HP0647,692876,693280,hypothetical protein,404,14850,.,+,.,gene=HP0647;Putative_Id=hypothetical protein;Orf_Size=404;Prot_Size(est)=14850.0
.,forsyth,gene,HP0648,693286,694551,UDP-N-acetylglucosamine enolpyruvyl transferase (murZ) {Haemophilus influenzae},1265,46420,.,+,.,gene=HP0648;Putative_Id=UDP-N-acetylglucosamine enolpyruvyl transferase (murZ) {Haemophilus influenzae};Orf_Size=1265;Prot_Size(est)=46420.0
.,forsyth,gene,HP0649,694612,696015,aspartate ammonia-lyase (aspA) {Escherichia coli},1403,51480,.,+,.,gene=HP0649;Putative_Id=aspartate ammonia-lyase (aspA) {Escherichia coli};Orf_Size=1403;Prot_Size(est)=51480.0
.,forsyth,gene,HP0650,696063,696650,hypothetical protein,587,21560,.,+,.,gene=HP0650;Putative_Id=hypothetical protein;Orf_Size=587;Prot_Size(est)=21560.0
.,forsyth,gene,HP0651,696665,698092,fucosyltransferase {Homo sapiens},1427,52360,.,-,.,gene=HP0651;Putative_Id=fucosyltransferase {Homo sapiens};Orf_Size=1427;Prot_Size(est)=52360.0
.,forsyth,gene,HP0652,698135,698755,phosphoserine phosphatase (serB) {Escherichia coli},620,22770,.,-,.,gene=HP0652;Putative_Id=phosphoserine phosphatase (serB) {Escherichia coli};Orf_Size=620;Prot_Size(est)=22770.0
.,forsyth,gene,HP0653,698773,699273,nonheme iron-containing ferritin (pfr) {Helicobacter pylori},500,18370,.,-,.,gene=HP0653;Putative_Id=nonheme iron-containing ferritin (pfr) {Helicobacter pylori};Orf_Size=500;Prot_Size(est)=18370.0
.,forsyth,gene,HP0654,699570,700649,conserved hypothetical protein {Methanococcus jannaschii},1079,39600,.,+,.,gene=HP0654;Putative_Id=conserved hypothetical protein {Methanococcus jannaschii};Orf_Size=1079;Prot_Size(est)=39600.0
.,forsyth,gene,HP0655,700735,703482,protective surface antigen D15 {Haemophilus influenzae},2747,100760,.,+,.,gene=HP0655;Putative_Id=protective surface antigen D15 {Haemophilus influenzae};Orf_Size=2747;Prot_Size(est)=100760.0
.,forsyth,gene,HP0656,703397,704545,conserved hypothetical protein {Methanococcus jannaschii},1148,42130,.,+,.,gene=HP0656;Putative_Id=conserved hypothetical protein {Methanococcus jannaschii};Orf_Size=1148;Prot_Size(est)=42130.0
.,forsyth,gene,HP0657,704554,705849,processing protease (ymxG) {Bacillus subtilis},1295,47520,.,+,.,gene=HP0657;Putative_Id=processing protease (ymxG) {Bacillus subtilis};Orf_Size=1295;Prot_Size(est)=47520.0
.,forsyth,gene,HP0658,705849,707273,PET112-like protein {Bacillus subtilis},1424,52250,.,+,.,gene=HP0658;Putative_Id=PET112-like protein {Bacillus subtilis};Orf_Size=1424;Prot_Size(est)=52250.0
.,forsyth,gene,HP0659,707276,708517,hypothetical protein,1241,45540,.,+,.,gene=HP0659;Putative_Id=hypothetical protein;Orf_Size=1241;Prot_Size(est)=45540.0
.,forsyth,gene,HP0660,708530,709543,hypothetical protein,1013,37180,.,+,.,gene=HP0660;Putative_Id=hypothetical protein;Orf_Size=1013;Prot_Size(est)=37180.0
.,forsyth,gene,HP0661,709533,709961,ribonuclease H (rnhA) {Haemophilus influenzae},428,15730,.,+,.,gene=HP0661;Putative_Id=ribonuclease H (rnhA) {Haemophilus influenzae};Orf_Size=428;Prot_Size(est)=15730.0
.,forsyth,gene,HP0662,709973,710692,ribonuclease III (rnc) {Escherichia coli},719,26400,.,+,.,gene=HP0662;Putative_Id=ribonuclease III (rnc) {Escherichia coli};Orf_Size=719;Prot_Size(est)=26400.0
.,forsyth,gene,HP0663,710692,711786,chorismate synthase (aroC) {Haemophilus influenzae},1094,40150,.,+,.,gene=HP0663;Putative_Id=chorismate synthase (aroC) {Haemophilus influenzae};Orf_Size=1094;Prot_Size(est)=40150.0
.,forsyth,gene,HP0664,711827,712339,hypothetical protein,512,18810,.,+,.,gene=HP0664;Putative_Id=hypothetical protein;Orf_Size=512;Prot_Size(est)=18810.0
.,forsyth,gene,HP0665,712342,713712,oxygen-independent coproporphyrinogen III oxidase (hemN) {Salmonella choleraesuis},1370,50270,.,+,.,gene=HP0665;Putative_Id=oxygen-independent coproporphyrinogen III oxidase (hemN) {Salmonella choleraesuis};Orf_Size=1370;Prot_Size(est)=50270.0
.,forsyth,gene,HP0666,713712,715010,"anaerobic glycerol-3-phosphate dehydrogenase, subunit C (glpC) {Escherichia coli}",1298,47630,.,+,.,"gene=HP0666;Putative_Id=anaerobic glycerol-3-phosphate dehydrogenase, subunit C (glpC) {Escherichia coli};Orf_Size=1298;Prot_Size(est)=47630.0"
.,forsyth,gene,HP0667,715089,715343,hypothetical protein,254,9350,.,+,.,gene=HP0667;Putative_Id=hypothetical protein;Orf_Size=254;Prot_Size(est)=9350.0
.,forsyth,gene,HP0668,715321,717141,hypothetical protein,1820,66770,.,+,.,gene=HP0668;Putative_Id=hypothetical protein;Orf_Size=1820;Prot_Size(est)=66770.0
.,forsyth,gene,HP0669,717059,719857,hypothetical protein,2798,102630,.,+,.,gene=HP0669;Putative_Id=hypothetical protein;Orf_Size=2798;Prot_Size(est)=102630.0
.,forsyth,gene,HP0670,719857,721203,hypothetical protein,1346,49390,.,+,.,gene=HP0670;Putative_Id=hypothetical protein;Orf_Size=1346;Prot_Size(est)=49390.0
.,forsyth,gene,HP0671,721328,722137,outer membrane protein (omp14),809,29700,.,+,.,gene=HP0671;Putative_Id=outer membrane protein (omp14);Orf_Size=809;Prot_Size(est)=29700.0
.,forsyth,gene,HP0672,722299,723468,solute-binding signature and mitochondrial signature protein (aspB) {Bacillus subtilus},1169,42900,.,+,.,gene=HP0672;Putative_Id=solute-binding signature and mitochondrial signature protein (aspB) {Bacillus subtilus};Orf_Size=1169;Prot_Size(est)=42900.0
.,forsyth,gene,HP0673,723553,724830,hypothetical protein,1277,46860,.,+,.,gene=HP0673;Putative_Id=hypothetical protein;Orf_Size=1277;Prot_Size(est)=46860.0
.,forsyth,gene,HP0674,724805,725488,hypothetical protein,683,25080,.,+,.,gene=HP0674;Putative_Id=hypothetical protein;Orf_Size=683;Prot_Size(est)=25080.0
.,forsyth,gene,HP0675,725498,726583,integrase/recombinase (xerC) {Escherichia coli},1085,39820,.,+,.,gene=HP0675;Putative_Id=integrase/recombinase (xerC) {Escherichia coli};Orf_Size=1085;Prot_Size(est)=39820.0
.,forsyth,gene,HP0676,726651,727154,methylated-DNA--protein-cysteine methyltransferase (dat1) {Haemophilus influenzae},503,18480,.,-,.,gene=HP0676;Putative_Id=methylated-DNA--protein-cysteine methyltransferase (dat1) {Haemophilus influenzae};Orf_Size=503;Prot_Size(est)=18480.0
.,forsyth,gene,HP0677,727161,727925,conserved hypothetical integral membrane protein {Methanococcus jannaschii},764,28050,.,-,.,gene=HP0677;Putative_Id=conserved hypothetical integral membrane protein {Methanococcus jannaschii};Orf_Size=764;Prot_Size(est)=28050.0
.,forsyth,gene,HP0678,728042,728149,hypothetical protein,107,3960,.,-,.,gene=HP0678;Putative_Id=hypothetical protein;Orf_Size=107;Prot_Size(est)=3960.0
.,forsyth,gene,HP0679,728121,728987,lipopolysaccharide biosynthesis protein (wbpB) {Pseudomonas aeruginosa},866,31790,.,-,.,gene=HP0679;Putative_Id=lipopolysaccharide biosynthesis protein (wbpB) {Pseudomonas aeruginosa};Orf_Size=866;Prot_Size(est)=31790.0
