seqname,source,feature,HP_number,gene_type,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame
.,forsyth,gene,HP0580,HYPOTHETICAL PROTEIEN,610906,612021,hypothetical protein,1115,40920,.,-,.
.,forsyth,gene,HP0581,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",612000,613016,dihydroorotase (pyrC) {Salmonella choleraesuis},1016,37290,.,-,.
.,forsyth,gene,HP0582,HYPOTHETICAL PROTEIEN,613023,613994,hypothetical protein,971,35640,.,-,.
.,forsyth,gene,HP0583,HYPOTHETICAL PROTEIEN,613981,614859,hypothetical protein,878,32230,.,-,.
.,forsyth,gene,HP0584,CELL ENVELOPE,614859,615227,flagellar switch protein (fliN) {Borrelia burgdorferi},368,13530,.,-,.
.,forsyth,gene,HP0585,REPLICATION,615312,615965,endonuclease III (nth) {Haemophilus influenzae},653,23980,.,-,.
.,forsyth,gene,HP0586,HYPOTHETICAL PROTEIEN,616197,619127,hypothetical protein,2930,107470,.,-,.
.,forsyth,gene,HP0587,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",619045,620031,aminodeoxychorismate lyase (pabC) {Haemophilus influenzae},986,36190,.,+,.
.,forsyth,gene,HP0588,ENERGY METABOLISM,620219,620557,ferrodoxin-like protein {Synechococcus vulcanus},338,12430,.,+,.
.,forsyth,gene,HP0589,ENERGY METABOLISM,620560,621684,"ferredoxin oxidoreductase, alpha subunit {Methanococcus jannaschii}",1124,41250,.,+,.
.,forsyth,gene,HP0590,ENERGY METABOLISM,621689,622507,"ferredoxin oxidoreductase, beta subunit {Methanococcus jannaschii}",818,30030,.,+,.
.,forsyth,gene,HP0591,ENERGY METABOLISM,622510,623067,"ferredoxin oxidoreductase, gamma subunit {Methanococcus jannaschii}",557,20460,.,+,.
.,forsyth,gene,HP0592,REPLICATION,623167,626169,type III restriction enzyme R protein (res) {Salmonella choleraesuis},3002,110110,.,+,.
.,forsyth,gene,HP0593,REPLICATION,626246,628039,adenine specific DNA methyltransferase (mod) {Escherichia coli},1793,65780,.,+,.
.,forsyth,gene,HP0594,HYPOTHETICAL PROTEIEN,628139,628300,hypothetical protein,161,5940,.,+,.
.,forsyth,gene,HP0595,HYPOTHETICAL PROTEIEN,628313,629782,hypothetical protein,1469,53900,.,+,.
.,forsyth,gene,HP0596,HYPOTHETICAL PROTEIEN,630259,630834,hypothetical protein,575,21120,.,+,.
.,forsyth,gene,HP0597,CELL ENVELOPE,630843,632819,penicillin-binding protein 1A (PBP-1A) {Escherichia coli},1976,72490,.,-,.
.,forsyth,gene,HP0598,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",632823,633941,8-amino-7-oxononanoate synthase (bioF) {Haemophilus influenzae},1118,41030,.,-,.
.,forsyth,gene,HP0599,CELLULAR PROCESSES,633967,635265,hemolysin secretion protein precursor (hylB) {Vibrio cholerae},1298,47630,.,-,.
.,forsyth,gene,HP0600,TRANSPORT AND BINDING PROTEINS,635340,637118,multidrug resistance protein (spaB) {Bacillus subtilis},1778,65230,.,-,.
.,forsyth,gene,HP0601,CELL ENVELOPE,637282,638811,flagellin A (flaA) {Helicobacter pylori},1529,56100,.,+,.
.,forsyth,gene,HP0602,REPLICATION,638932,639585,endonuclease III {Methanococcus jannaschii},653,23980,.,+,.
.,forsyth,gene,HP0603,HYPOTHETICAL PROTEIEN,639633,640199,hypothetical protein,566,20790,.,+,.
.,forsyth,gene,HP0604,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",640268,641287,uroporphyrinogen decarboxylase (hemE) {Escherichia coli},1019,37400,.,+,.
.,forsyth,gene,HP0605,HYPOTHETICAL PROTEIEN,641299,642729,hypothetical protein,1430,52470,.,+,.
.,forsyth,gene,HP0606,OTHER CATEGORIES,642743,643444,membrane fusion protein (mtrC) {Haemophilus influenzae},701,25740,.,+,.
.,forsyth,gene,HP0607,TRANSPORT AND BINDING PROTEINS,643460,646543,acriflavine resistance protein (acrB) {Haemophilus influenzae},3083,113080,.,+,.
.,forsyth,gene,HP0608,HYPOTHETICAL PROTEIEN,646630,647109,hypothetical protein,479,17600,.,+,.
.,forsyth,gene,HP0609,HYPOTHETICAL PROTEIEN,647257,650970,hypothetical protein,3713,136180,.,+,.
.,forsyth,gene,HP0610,CELL ENVELOPE,650987,656815,toxin-like outer membrane protein {Helicobacter pylori},5828,213730,.,+,.
.,forsyth,gene,HP0611,HYPOTHETICAL PROTEIEN,656881,657378,hypothetical protein,497,18260,.,-,.
.,forsyth,gene,HP0612,HYPOTHETICAL PROTEIEN,657398,657634,hypothetical protein,236,8690,.,-,.
.,forsyth,gene,HP0613,TRANSPORT AND BINDING PROTEINS,657637,658335,"ABC transporter, ATP-binding protein {Lactococcus lactis}",698,25630,.,-,.
.,forsyth,gene,HP0614,HYPOTHETICAL PROTEIEN,658633,658965,hypothetical protein,332,12210,.,-,.
.,forsyth,gene,HP0615,REPLICATION,659072,661039,DNA ligase (lig) {Haemophilus influenzae},1967,72160,.,-,.
.,forsyth,gene,HP0616,CELLULAR PROCESSES,661117,662055,chemotaxis protein (cheV) {Bacillus subtilis},938,34430,.,+,.
.,forsyth,gene,HP0617,TRANSLATION,662093,663823,aspartyl-tRNA synthetase (aspS) {Escherichia coli},1730,63470,.,+,.
.,forsyth,gene,HP0618,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",663843,664415,adenylate kinase (adk) {Bacillus stearothermophilus},572,21010,.,+,.
.,forsyth,gene,HP0619,CELL ENVELOPE,664443,665692,lipopolysacharide biosynthesis glycosyl transferase (lic2B) {Haemophilus influenzae},1249,45833.33333,.,+,.
.,forsyth,gene,HP0620,CENTRAL INTERMEDIARY METABOLISM,665747,666265,inorganic pyrophosphatase (ppa) {Escherichia coli},518,19030,.,+,.
.,forsyth,gene,HP0621,REPLICATION,666413,668698,DNA mismatch repair protein (MutS) {Synechocystis sp.},2285,83820,.,-,.
.,forsyth,gene,HP0622,HYPOTHETICAL PROTEIEN,668662,669021,hypothetical protein,359,13200,.,-,.
.,forsyth,gene,HP0623,CELL ENVELOPE,669024,670370,UDP-N-acetylmuramate-alanine ligase (murC) {Haemophilus influenzae},1346,49390,.,-,.
.,forsyth,gene,HP0624,HYPOTHETICAL PROTEIEN,670366,671490,solute-binding signature and mitochondrial signature protein (aspB) {Bacillus subtilus},1124,41250,.,-,.
.,forsyth,gene,HP0625,HYPOTHETICAL PROTEIEN,671610,672686,protein E (gcpE) {Haemophilus influenzae},1076,39490,.,+,.
.,forsyth,gene,HP0626,AMINO-ACID BIOSYNTHESIS,672692,673894,tetrahydrodipicolinate N-succinyltransferase (dapD) {Actinobacillus pleuropneumoniae},1202,44110,.,+,.
.,forsyth,gene,HP0627,HYPOTHETICAL PROTEIEN,673909,674238,hypothetical protein,329,12100,.,+,.
.,forsyth,gene,HP0628,HYPOTHETICAL PROTEIEN,674290,674964,hypothetical protein,674,24750,.,+,.
.,forsyth,gene,HP0629,HYPOTHETICAL PROTEIEN,675124,677166,hypothetical protein,2042,74910,.,+,.
.,forsyth,gene,HP0630,OTHER CATEGORIES,677217,677798,modulator of drug activity (mda66) {Haemophilus influenzae},581,21340,.,-,.
.,forsyth,gene,HP0631,ENERGY METABOLISM,677958,679109,"quinone-reactive Ni/Fe hydrogenase, small subunit (hydA) {Wolinella succinogenes}",1151,42240,.,+,.
.,forsyth,gene,HP0632,ENERGY METABOLISM,679122,680855,"quinone-reactive Ni/Fe hydrogenase, large subunit (hydB) {Wolinella succinogenes}",1733,63580,.,+,.
.,forsyth,gene,HP0633,ENERGY METABOLISM,680871,681542,"quinone-reactive Ni/Fe hydrogenase, cytochrome b subunit (hydC) {Wolinella succinogenes}",671,24640,.,+,.
.,forsyth,gene,HP0634,ENERGY METABOLISM,681542,682075,quinone-reactive Ni/Fe hydrogenase (hydD) {Wolinella succinogenes},533,19580,.,+,.
.,forsyth,gene,HP0635,HYPOTHETICAL PROTEIEN,682080,683615,hypothetical protein,1535,56320,.,+,.
.,forsyth,gene,HP0636,HYPOTHETICAL PROTEIEN,683742,684017,hypothetical protein,275,10120,.,-,.
.,forsyth,gene,HP0637,HYPOTHETICAL PROTEIEN,684149,684598,hypothetical protein,449,16500,.,-,.
.,forsyth,gene,HP0638,CELL ENVELOPE,684774,685688,outer membrane protein (omp13),914,33550,.,+,.
.,forsyth,gene,HP0639,HYPOTHETICAL PROTEIEN,685737,686414,conserved hypothetical protein {Haemophilus influenzae},677,24860,.,-,.
.,forsyth,gene,HP0640,TRANSCRIPTION,686477,687682,poly(A) polymerase (papS) {Bacillus subtilis},1205,44220,.,+,.
.,forsyth,gene,HP0641,HYPOTHETICAL PROTEIEN,687699,687923,hypothetical protein,224,8250,.,+,.
.,forsyth,gene,HP0642,ENERGY METABOLISM,687928,688578,NAD(P)H-flavin oxidoreductase {Haemophilus influenzae},650,23870,.,+,.
.,forsyth,gene,HP0643,TRANSLATION,688746,690062,glutamyl-tRNA synthetase (gltX) {Bacillus subtilis},1316,48290,.,+,.
.,forsyth,gene,HP0644,HYPOTHETICAL PROTEIEN,690062,690352,conserved hypothetical integral membrane protein {Pseudomonas aeruginosa},290,10670,.,+,.
.,forsyth,gene,HP0645,CELL ENVELOPE,690364,692043,soluble lytic murein transglycosylase (slt) {Escherichia coli},1679,61600,.,+,.
.,forsyth,gene,HP0646,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",692043,692861,UDP-glucose pyrophosphorylase (galU) {Pseudomonas aeruginosa},818,30030,.,+,.
.,forsyth,gene,HP0647,HYPOTHETICAL PROTEIEN,692876,693280,hypothetical protein,404,14850,.,+,.
.,forsyth,gene,HP0648,CELL ENVELOPE,693286,694551,UDP-N-acetylglucosamine enolpyruvyl transferase (murZ) {Haemophilus influenzae},1265,46420,.,+,.
.,forsyth,gene,HP0649,AMINO-ACID BIOSYNTHESIS,694612,696015,aspartate ammonia-lyase (aspA) {Escherichia coli},1403,51480,.,+,.
.,forsyth,gene,HP0650,HYPOTHETICAL PROTEIEN,696063,696650,hypothetical protein,587,21560,.,+,.
.,forsyth,gene,HP0651,CELL ENVELOPE,696665,698092,fucosyltransferase {Homo sapiens},1427,52360,.,-,.
.,forsyth,gene,HP0652,AMINO-ACID BIOSYNTHESIS,698135,698755,phosphoserine phosphatase (serB) {Escherichia coli},620,22770,.,-,.
.,forsyth,gene,HP0653,TRANSPORT AND BINDING PROTEINS,698773,699273,nonheme iron-containing ferritin (pfr) {Helicobacter pylori},500,18370,.,-,.
.,forsyth,gene,HP0654,HYPOTHETICAL PROTEIEN,699570,700649,conserved hypothetical protein {Methanococcus jannaschii},1079,39600,.,+,.
.,forsyth,gene,HP0655,CELL ENVELOPE,700735,703482,protective surface antigen D15 {Haemophilus influenzae},2747,100760,.,+,.
.,forsyth,gene,HP0656,HYPOTHETICAL PROTEIEN,703397,704545,conserved hypothetical protein {Methanococcus jannaschii},1148,42130,.,+,.
.,forsyth,gene,HP0657,TRANSLATION,704554,705849,processing protease (ymxG) {Bacillus subtilis},1295,47520,.,+,.
.,forsyth,gene,HP0658,HYPOTHETICAL PROTEIEN,705849,707273,PET112-like protein {Bacillus subtilis},1424,52250,.,+,.
.,forsyth,gene,HP0659,HYPOTHETICAL PROTEIEN,707276,708517,hypothetical protein,1241,45540,.,+,.
.,forsyth,gene,HP0660,HYPOTHETICAL PROTEIEN,708530,709543,hypothetical protein,1013,37180,.,+,.
.,forsyth,gene,HP0661,REPLICATION,709533,709961,ribonuclease H (rnhA) {Haemophilus influenzae},428,15730,.,+,.
.,forsyth,gene,HP0662,TRANSCRIPTION,709973,710692,ribonuclease III (rnc) {Escherichia coli},719,26400,.,+,.
.,forsyth,gene,HP0663,AMINO-ACID BIOSYNTHESIS,710692,711786,chorismate synthase (aroC) {Haemophilus influenzae},1094,40150,.,+,.
.,forsyth,gene,HP0664,HYPOTHETICAL PROTEIEN,711827,712339,hypothetical protein,512,18810,.,+,.
.,forsyth,gene,HP0665,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",712342,713712,oxygen-independent coproporphyrinogen III oxidase (hemN) {Salmonella choleraesuis},1370,50270,.,+,.
.,forsyth,gene,HP0666,ENERGY METABOLISM,713712,715010,"anaerobic glycerol-3-phosphate dehydrogenase, subunit C (glpC) {Escherichia coli}",1298,47630,.,+,.
.,forsyth,gene,HP0667,HYPOTHETICAL PROTEIEN,715089,715343,hypothetical protein,254,9350,.,+,.
.,forsyth,gene,HP0668,HYPOTHETICAL PROTEIEN,715321,717141,hypothetical protein,1820,66770,.,+,.
.,forsyth,gene,HP0669,HYPOTHETICAL PROTEIEN,717059,719857,hypothetical protein,2798,102630,.,+,.
.,forsyth,gene,HP0670,HYPOTHETICAL PROTEIEN,719857,721203,hypothetical protein,1346,49390,.,+,.
.,forsyth,gene,HP0671,CELL ENVELOPE,721328,722137,outer membrane protein (omp14),809,29700,.,+,.
.,forsyth,gene,HP0672,AMINO-ACID BIOSYNTHESIS,722299,723468,solute-binding signature and mitochondrial signature protein (aspB) {Bacillus subtilus},1169,42900,.,+,.
.,forsyth,gene,HP0673,HYPOTHETICAL PROTEIEN,723553,724830,hypothetical protein,1277,46860,.,+,.
.,forsyth,gene,HP0674,HYPOTHETICAL PROTEIEN,724805,725488,hypothetical protein,683,25080,.,+,.
.,forsyth,gene,HP0675,REPLICATION,725498,726583,integrase/recombinase (xerC) {Escherichia coli},1085,39820,.,+,.
.,forsyth,gene,HP0676,REPLICATION,726651,727154,methylated-DNA--protein-cysteine methyltransferase (dat1) {Haemophilus influenzae},503,18480,.,-,.
.,forsyth,gene,HP0677,HYPOTHETICAL PROTEIEN,727161,727925,conserved hypothetical integral membrane protein {Methanococcus jannaschii},764,28050,.,-,.
.,forsyth,gene,HP0678,HYPOTHETICAL PROTEIEN,728042,728149,hypothetical protein,107,3960,.,-,.
.,forsyth,gene,HP0679,CELL ENVELOPE,728121,728987,lipopolysaccharide biosynthesis protein (wbpB) {Pseudomonas aeruginosa},866,31790,.,-,.
.,forsyth,gene,HP0680,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",729052,731415,ribonucleoside-diphosphate reductase 1 alpha subunit (nrdA) {Escherichia coli},2363,86680,.,-,.
.,forsyth,gene,HP0681,HYPOTHETICAL PROTEIEN,731590,732093,hypothetical protein,503,18480,.,-,.
.,forsyth,gene,HP0682,HYPOTHETICAL PROTEIEN,732136,732513,hypothetical protein,377,13860,.,-,.
.,forsyth,gene,HP0683,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",732670,733968,UDP-N-acetylglucosamine pyrophosphorylase (glmU) {Escherichia coli},1298,47630,.,-,.
.,forsyth,gene,HP0684,CELL ENVELOPE,734056,734370,flagellar biosynthesis protein (fliP) {Bacillus subtilis},314,11550,.,+,.
.,forsyth,gene,HP0685,CELL ENVELOPE,734285,734800,flagellar biosynthetic protein (fliP) {Bacillus subtilis},515,18920,.,+,.
.,forsyth,gene,HP0686,TRANSPORT AND BINDING PROTEINS,734846,737146,iron(III) dicitrate transport protein (fecA) {Escherichia coli},2300,84370,.,-,.
.,forsyth,gene,HP0687,TRANSPORT AND BINDING PROTEINS,737397,739322,iron(II) transport protein (feoB)  {Escherichia coli},1925,70620,.,-,.
.,forsyth,gene,HP0688,HYPOTHETICAL PROTEIEN,739466,739963,hypothetical protein,497,18260,.,+,.
.,forsyth,gene,HP0689,HYPOTHETICAL PROTEIEN,739987,740274,hypothetical protein,287,10560,.,+,.
.,forsyth,gene,HP0690,FATTY ACID AND PHOSPHOLIPID METABOLISM,740559,741731,acetyl coenzyme A acetyltransferase (thiolase) (fadA) {Haemophilus influenzae},1172,43010,.,+,.
.,forsyth,gene,HP0691,ENERGY METABOLISM,741745,742440,3-oxoadipate coA-transferase subunit A (yxjD) {Bacillus subtilis},695,25520,.,+,.
.,forsyth,gene,HP0692,ENERGY METABOLISM,742440,743060,3-oxoadipate coA-transferase subunit B (yxjE) {Bacillus subtilis},620,22770,.,+,.
.,forsyth,gene,HP0693,HYPOTHETICAL PROTEIEN,743083,744444,conserved hypothetical integral membrane protein {Haemophilus influenzae},1361,49940,.,+,.
.,forsyth,gene,HP0694,HYPOTHETICAL PROTEIEN,744572,745342,hypothetical protein,770,28270,.,+,.
.,forsyth,gene,HP0695,AMINO-ACID BIOSYNTHESIS,745801,747939,hydantoin utilization protein A (hyuA) {Pseudomonas sp.},2138,78430,.,+,.
.,forsyth,gene,HP0696,CENTRAL INTERMEDIARY METABOLISM,747954,750248,N-methylhydantoinase {Methanococcus jannaschii},2294,84150,.,+,.
.,forsyth,gene,HP0697,HYPOTHETICAL PROTEIEN,750262,750765,hypothetical protein,503,18480,.,+,.
.,forsyth,gene,HP0698,HYPOTHETICAL PROTEIEN,750956,751042,hypothetical protein,86,3190,.,+,.
.,forsyth,gene,HP0699,HYPOTHETICAL PROTEIEN,751085,752110,hypothetical protein,1025,37620,.,+,.
.,forsyth,gene,HP0700,FATTY ACID AND PHOSPHOLIPID METABOLISM,752106,752489,diacylglycerol kinase (dgkA) {Escherichia coli},383,14080,.,+,.
.,forsyth,gene,HP0701,REPLICATION,752512,754992,"DNA gyrase, sub A (gyrA) {Helicobacter pylori}",2480,90970,.,+,.
.,forsyth,gene,HP0702,HYPOTHETICAL PROTEIEN,754992,755465,hypothetical protein,473,17380,.,+,.
.,forsyth,gene,HP0703,REGULATORY FUNCTIONS,755465,756607,response regulator {Pseudomonas aeruginosa},1142,41910,.,+,.
.,forsyth,gene,HP0704,HYPOTHETICAL PROTEIEN,757071,757178,hypothetical protein,107,3960,.,+,.
.,forsyth,gene,HP0705,REPLICATION,757285,760089,excinuclease ABC subunit A (uvrA) {Haemophilus influenzae},2804,102850,.,-,.
.,forsyth,gene,HP0706,CELL ENVELOPE,760272,761090,outer membrane protein (omp15),818,30030,.,+,.
.,forsyth,gene,HP0707,HYPOTHETICAL PROTEIEN,761272,762195,conserved hypothetical protein {Bacillus subtilis},923,33880,.,+,.
.,forsyth,gene,HP0708,HYPOTHETICAL PROTEIEN,762219,762560,hypothetical protein,341,12540,.,+,.
.,forsyth,gene,HP0709,HYPOTHETICAL PROTEIEN,762809,763708,conserved hypothetical protein {Methanococcus jannaschii},899,33000,.,+,.
.,forsyth,gene,HP0710,HYPOTHETICAL PROTEIEN,763982,765961,conserved hypothetical protein {Helicobacter pylori},1979,72600,.,+,.
.,forsyth,gene,HP0711,HYPOTHETICAL PROTEIEN,766154,767371,hypothetical protein,1217,44660,.,+,.
.,forsyth,gene,HP0712,HYPOTHETICAL PROTEIEN,767374,767745,hypothetical protein,371,13640,.,+,.
.,forsyth,gene,HP0713,HYPOTHETICAL PROTEIEN,767733,768074,conserved hypothetical protein (plasmid pHPM180) {Helicobacter pylori (plasmid pHPM180)},341,12540,.,+,.
.,forsyth,gene,HP0714,REGULATORY FUNCTIONS,768092,769333,RNA polymerase sigma-54 factor (rpoN) {Bacillus subtilis},1241,45540,.,-,.
.,forsyth,gene,HP0715,TRANSPORT AND BINDING PROTEINS,769339,770058,"ABC transporter, ATP-binding protein {Rhizobium meliloti}",719,26400,.,-,.
.,forsyth,gene,HP0716,HYPOTHETICAL PROTEIEN,770074,770472,conserved hypothetical protein {Haemophilus influenzae},398,14630,.,-,.
.,forsyth,gene,HP0717,REPLICATION,770472,772205,DNA polymerase III gamma and tau subunits (dnaX) {Escherichia coli},1733,63580,.,-,.
.,forsyth,gene,HP0718,HYPOTHETICAL PROTEIEN,772277,772906,conserved hypothetical integral membrane protein {Aeromonas salmonicida},629,23100,.,-,.
.,forsyth,gene,HP0719,HYPOTHETICAL PROTEIEN,773114,773440,hypothetical protein,326,11990,.,+,.
.,forsyth,gene,HP0720,HYPOTHETICAL PROTEIEN,773436,773594,hypothetical protein,158,5830,.,+,.
.,forsyth,gene,HP0721,HYPOTHETICAL PROTEIEN,773625,774080,hypothetical protein,455,16720,.,+,.
.,forsyth,gene,HP0722,CELL ENVELOPE,774515,776338,outer membrane protein (omp16),1823,66880,.,+,.
.,forsyth,gene,HP0723,ENERGY METABOLISM,776484,777473,L-asparaginase II (ansB) {Wolinella succinogenes},989,36300,.,-,.
.,forsyth,gene,HP0724,TRANSPORT AND BINDING PROTEINS,777602,778930,anaerobic C4-dicarboxylate transport protein (dcuA) {Escherichia coli},1328,48730,.,+,.
.,forsyth,gene,HP0725,CELL ENVELOPE,779011,780897,outer membrane protein (omp17),1886,69190,.,-,.
.,forsyth,gene,HP0726,HYPOTHETICAL PROTEIEN,781187,782101,hypothetical protein,914,33550,.,-,.
.,forsyth,gene,HP0727,REGULATORY FUNCTIONS,782074,783057,"transcriptional regulator, putative {Haemophilus influenzae}",983,36080,.,-,.
.,forsyth,gene,HP0728,HYPOTHETICAL PROTEIEN,783154,784161,conserved hypothetical protein {Bacillus subtilis},1007,36960,.,-,.
.,forsyth,gene,HP0729,HYPOTHETICAL PROTEIEN,784206,785270,hypothetical protein,1064,39050,.,-,.
.,forsyth,gene,HP0730,HYPOTHETICAL PROTEIEN,785282,785584,hypothetical protein,302,11110,.,-,.
.,forsyth,gene,HP0731,HYPOTHETICAL PROTEIEN,785679,787397,hypothetical protein,1718,63030,.,-,.
.,forsyth,gene,HP0732,HYPOTHETICAL PROTEIEN,787390,787743,hypothetical protein,353,12980,.,-,.
.,forsyth,gene,HP0733,HYPOTHETICAL PROTEIEN,787695,789257,hypothetical protein,1562,57310,.,-,.
.,forsyth,gene,HP0734,HYPOTHETICAL PROTEIEN,789380,790696,conserved hypothetical protein {Bacillus subtilis},1316,48290,.,-,.
.,forsyth,gene,HP0735,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",790701,791159,xanthine guanine phosphoribosyl transferase (gpt) {Haemophilus influenzae},458,16830,.,-,.
.,forsyth,gene,HP0736,AMINO-ACID BIOSYNTHESIS,791171,792277,phosphoserine aminotransferase (serC) {Methanococcus jannaschii},1106,40590,.,-,.
.,forsyth,gene,HP0737,HYPOTHETICAL PROTEIEN,792424,792897,conserved hypothetical integral membrane protein {Haemophilus influenzae},473,17380,.,+,.
.,forsyth,gene,HP0738,CELL ENVELOPE,792978,794018,D-alanine:D-alanine ligase A (ddlA) {Escherichia coli},1040,38170,.,+,.
.,forsyth,gene,HP0739,OTHER CATEGORIES,794021,794743,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase {Synechocystis sp.}",722,26510,.,+,.
.,forsyth,gene,HP0740,CELL ENVELOPE,794733,796211,UDP-MurNac-pentapeptide presynthetase (murF) {Borrelia burgdorferi},1478,54230,.,+,.
.,forsyth,gene,HP0741,HYPOTHETICAL PROTEIEN,796224,796706,conserved hypothetical protein {Methanococcus jannaschii},482,17710,.,+,.
.,forsyth,gene,HP0742,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",796774,797727,phosphoribosylpyrophosphate synthetase (prsA) {Haemophilus influenzae},953,34980,.,+,.
.,forsyth,gene,HP0743,CELL ENVELOPE,797794,798936,rod shape-determining protein (mreB) {Escherichia coli},1142,41910,.,-,.
.,forsyth,gene,HP0744,HYPOTHETICAL PROTEIEN,798962,800178,hypothetical protein,1216,44623.33333,.,-,.
.,forsyth,gene,HP0745,HYPOTHETICAL PROTEIEN,800330,801310,conserved hypothetical protein {Mycoplasma genitalium},980,35970,.,+,.
.,forsyth,gene,HP0746,HYPOTHETICAL PROTEIEN,801264,802520,hypothetical protein,1256,46090,.,+,.
.,forsyth,gene,HP0747,HYPOTHETICAL PROTEIEN,802534,803712,conserved hypothetical protein {Haemophilus influenzae},1178,43230,.,+,.
.,forsyth,gene,HP0748,CELLULAR PROCESSES,803712,804380,cell division protein (ftsE) {Haemophilus influenzae},668,24530,.,+,.
.,forsyth,gene,HP0749,CELLULAR PROCESSES,804370,805173,cell division membrane protein (ftsX) {Haemophilus influenzae},803,29480,.,+,.
